"","지역","대여건수","지하철","평균기온","평균습도","평균풍속","강수량","이산화질소농도","일산화탄소농도","아황산가스농도","미세먼지량","초미세먼지량","버스","계절","WeekDay","강수량수준"
"573","군집 4",958,289952,8.100000381,39.5,1.5,0,0.043,0.6,0.007,65,28,175367,"봄",1,"1mm미만"
"574","군집 5",436,319113,7.599999905,35.70000076,1.200000048,0,0.045,0.6,0.006,63,26,416959,"봄",1,"1mm미만"
"575","군집 3",1111,505970,8.399999619,38.70000076,1,0,0.043,0.8,0.006,66,26,383389,"봄",1,"1mm미만"
"576","군집 2",286,127954,7.900000095,37.5,1.5,0,0.055,0.7,0.005,52,27,264652,"봄",1,"1mm미만"
"577","군집 5",454,313863,7.599999905,35,1.899999976,0,0.071,0.4,0.005,55,23,332000,"봄",1,"1mm미만"
"578","군집 7",506,753326,7.199999809,38.20000076,1.399999976,0,0.048,0.6,0.006,50,26,249001,"봄",1,"1mm미만"
"579","군집 2",299,189156,7.800000191,39.59999847,1.600000024,0,0.044,0.6,0.007,53,25,240254,"봄",1,"1mm미만"
"580","군집 1",373,1431028,6.099999905,65,1.899999976,6.5,0.017,0.3,0.005,6,4,706609,"봄",0,"20mm미만"
"581","군집 2",197,329417,6.199999809,55.90000153,4.699999809,5,0.01,0.3,0.004,8,8,246112,"봄",0,"20mm미만"
"582","군집 2",137,138583,6,70,2.900000095,6,0.016,0.3,0.003,7,4,439147,"봄",0,"20mm미만"
"583","군집 4",590,478939,6.400000095,64.69999695,4.199999809,5.5,0.014,0.3,0.003,8,4,241923,"봄",0,"20mm미만"
"584","군집 2",130,210293,7,57.70000076,4.199999809,6,0.017,0.3,0.003,8,4,334001,"봄",0,"20mm미만"
"585","군집 5",296,506332,5.900000095,69.5,1.600000024,6,0.015,0.4,0.005,10,5,407184,"봄",0,"20mm미만"
"586","군집 2",86,222284,5.699999809,69.90000153,1.799999952,6,0.014,0.3,0.005,9,6,307853,"봄",0,"20mm미만"
"587","군집 5",373,438357,6.199999809,63.09999847,3.799999952,5,0.02,0.5,0.005,6,4,493478,"봄",0,"20mm미만"
"588","군집 5",243,579522,6.699999809,68.80000305,3.5,6,0.018,0.3,0.003,9,3,510241,"봄",0,"20mm미만"
"589","군집 6",1233,740755,6.800000191,69.59999847,1.899999976,4,0.014,0.4,0.002,10,7,421937,"봄",0,"20mm미만"
"590","군집 5",488,168612,6,65.80000305,3.799999952,4.5,0.01,0.1,0.002,6,3,590096,"봄",0,"20mm미만"
"591","군집 4",698,427295,6.300000191,66.5,4.099999905,5,0.013,0.4,0.004,11,6,246272,"봄",0,"20mm미만"
"592","군집 5",268,444280,6,65.80000305,1.700000048,5,0.021,0.5,0.003,11,5,594917,"봄",0,"20mm미만"
"593","군집 3",453,642156,6.099999905,66.59999847,2.700000048,5.5,0.012,0.4,0.004,9,5,516164,"봄",0,"20mm미만"
"594","군집 2",161,177186,6.699999809,66.5,2.5,4.5,0.023,0.4,0.003,8,4,360482,"봄",0,"20mm미만"
"595","군집 5",273,422894,6.300000191,64.80000305,2,3.5,0.026,0.3,0.003,10,6,445664,"봄",0,"20mm미만"
"596","군집 7",467,971393,5.599999905,68.59999847,2.599999905,6,0.022,0.4,0.003,8,5,318840,"봄",0,"20mm미만"
"597","군집 2",163,247019,5.900000095,66.69999695,3.599999905,5,0.015,0.4,0.005,7,4,326575,"봄",0,"20mm미만"
"598","군집 1",564,1477294,5.199999809,47.59999847,1,0,0.033,0.4,0.005,26,15,723046,"봄",0,"1mm미만"
"599","군집 2",314,337782,5.699999809,39.70000076,1.799999952,0,0.033,0.5,0.004,34,21,247316,"봄",0,"1mm미만"
"600","군집 2",166,145915,5.400000095,50.90000153,0.899999976,0,0.02,0.4,0.003,24,13,437660,"봄",0,"1mm미만"
"601","군집 4",803,488974,5.699999809,49,1.299999952,0,0.034,0.6,0.005,30,16,241932,"봄",0,"1mm미만"
"602","군집 5",384,630797,5.5,48.29999924,1.700000048,0,0.029,0.3,0.004,42,23,492807,"봄",0,"1mm미만"
"603","군집 2",173,213153,6,38.79999924,1.5,0,0.037,0.5,0.004,28,15,338451,"봄",0,"1mm미만"
"604","군집 5",417,520280,5.300000191,48.90000153,0.800000012,0,0.026,0.5,0.005,33,18,412142,"봄",0,"1mm미만"
"605","군집 2",100,231317,4.5,53.09999847,0.800000012,0,0.026,0.5,0.005,34,19,309951,"봄",0,"1mm미만"
"606","군집 5",516,454017,5.5,46.79999924,1.399999976,0,0.034,0.6,0.005,26,16,499592,"봄",0,"1mm미만"
"607","군집 5",331,597277,5.699999809,52.5,1.399999976,0,0.036,0.5,0.003,32,15,518694,"봄",0,"1mm미만"
"608","군집 6",1731,765813,4.699999809,57,1.200000048,0,0.033,0.6,0.003,32,20,431026,"봄",0,"1mm미만"
"609","군집 5",744,173600,4.599999905,51.29999924,1.299999952,0,0.029,0.3,0.003,26,16,596917,"봄",0,"1mm미만"
"610","군집 3",607,682140,5.800000191,47.59999847,1.399999976,0,0.033,0.4,0.002,35,17,681608,"봄",0,"1mm미만"
"611","군집 4",962,435974,5.300000191,49.40000153,1.600000024,0,0.03,0.5,0.005,33,19,247198,"봄",0,"1mm미만"
"612","군집 5",364,452295,5.199999809,46.90000153,1.200000048,0,0.035,0.6,0.004,31,18,598377,"봄",0,"1mm미만"
"613","군집 3",706,670433,5.300000191,48.90000153,0.899999976,0,0.03,0.6,0.004,35,17,526164,"봄",0,"1mm미만"
"614","군집 2",214,184521,5.300000191,51.20000076,1.299999952,0,0.04,0.5,0.003,29,18,366197,"봄",0,"1mm미만"
"615","군집 5",398,434579,4.5,51.20000076,1.600000024,0,0.046,0.4,0.003,28,17,451031,"봄",0,"1mm미만"
"616","군집 7",621,1013490,4.5,49.70000076,1.399999976,0,0.03,0.5,0.003,25,15,336503,"봄",0,"1mm미만"
"617","군집 2",294,251710,5.199999809,50.20000076,1.600000024,0,0.029,0.6,0.005,24,14,327608,"봄",0,"1mm미만"
"618","군집 1",524,1492063,6.699999809,55,0.899999976,0.5,0.027,0.3,0.005,23,14,728229,"봄",0,"1mm미만"
"619","군집 2",272,338847,7.199999809,46.29999924,1.899999976,0.5,0.02,0.4,0.003,29,16,251569,"봄",0,"1mm미만"
"620","군집 2",166,144653,6.599999905,55.5,1.600000024,1,0.025,0.4,0.003,24,13,436920,"봄",0,"20mm미만"
"621","군집 4",775,489903,6.900000095,55.20000076,2.299999952,0.5,0.022,0.4,0.004,25,14,245717,"봄",0,"1mm미만"
"622","군집 5",327,632150,7,51.90000153,3,1,0.023,0.2,0.003,33,18,499146,"봄",0,"20mm미만"
"623","군집 2",165,211543,7.400000095,44.40000153,2.400000095,0.5,0.027,0.4,0.003,33,16,340390,"봄",0,"1mm미만"
"624","군집 5",365,517721,6.199999809,52.5,0.899999976,1,0.019,0.4,0.004,29,16,413688,"봄",0,"20mm미만"
"625","군집 2",112,230893,6.099999905,56.20000076,1,1,0.022,0.4,0.005,29,15,310267,"봄",0,"20mm미만"
"626","군집 5",469,451370,6.699999809,52.20000076,2.200000048,0.5,0.028,0.5,0.005,24,15,502524,"봄",0,"1mm미만"
"627","군집 5",302,598708,7.099999905,57.5,2.099999905,0.5,0.027,0.4,0.003,30,16,521929,"봄",0,"1mm미만"
"628","군집 6",1538,773211,6.699999809,57.70000076,1.799999952,1,0.023,0.4,0.002,30,18,431734,"봄",0,"20mm미만"
"629","군집 5",698,174211,6.300000191,53.5,3.900000095,0.5,0.021,0.1,0.003,24,14,603148,"봄",0,"1mm미만"
"630","군집 3",540,680590,7.400000095,53.09999847,1.600000024,0,0.025,0.3,0.001,31,14,682351,"봄",0,"1mm미만"
"631","군집 4",826,435587,6.800000191,54.90000153,2.299999952,0.5,0.024,0.5,0.005,32,17,248557,"봄",0,"1mm미만"
"632","군집 5",365,451454,6.599999905,52.5,1.299999952,1,0.031,0.6,0.004,30,16,599478,"봄",0,"20mm미만"
"633","군집 3",668,665678,6.900000095,53.79999924,1.200000048,0.5,0.017,0.6,0.004,28,14,525491,"봄",0,"1mm미만"
"634","군집 2",223,184947,7,53.79999924,2.200000048,1.5,0.034,0.4,0.003,27,16,367986,"봄",0,"20mm미만"
"635","군집 5",332,432196,6.400000095,53.5,2,1,0.036,0.3,0.003,31,16,453742,"봄",0,"20mm미만"
"636","군집 7",627,1024810,6.099999905,55.09999847,1.700000048,1,0.03,0.5,0.003,26,16,334462,"봄",0,"20mm미만"
"637","군집 2",265,250736,6.5,56.40000153,1.899999976,0.5,0.019,0.4,0.005,23,14,329143,"봄",0,"1mm미만"
"638","군집 1",340,1484746,5,77.40000153,1.299999952,7,0.027,0.5,0.005,29,24,715203,"봄",0,"20mm미만"
"639","군집 2",201,332622,5.599999905,68.59999847,1.799999952,6,0.021,0.5,0.003,35,28,247437,"봄",0,"20mm미만"
"640","군집 2",98,142175,5.5,77.09999847,1.600000024,5.5,0.015,0.4,0.003,28,21,429246,"봄",0,"20mm미만"
"641","군집 4",476,484617,5.599999905,76.30000305,1.799999952,6,0.022,0.6,0.003,29,23,242015,"봄",0,"20mm미만"
"642","군집 5",226,625540,4.900000095,76.90000153,2.099999905,7.5,0.021,0.3,0.003,41,30,491238,"봄",0,"20mm미만"
"643","군집 2",108,208557,5.300000191,68.90000153,2.299999952,7,0.023,0.5,0.003,33,25,333592,"봄",0,"20mm미만"
"644","군집 5",285,507782,4,79,1.299999952,5,0.015,0.5,0.004,34,26,408596,"봄",0,"20mm미만"
"645","군집 2",74,224046,5,79,1.200000048,6,0.016,0.5,0.005,30,28,306978,"봄",0,"20mm미만"
"646","군집 5",344,440686,5.400000095,73.90000153,2.099999905,0,0.024,0.5,0.005,30,27,490974,"봄",0,"1mm미만"
"647","군집 5",181,589082,5.300000191,80.5,1.899999976,5.5,0.024,0.4,0.003,31,24,509598,"봄",0,"20mm미만"
"648","군집 6",1070,771028,4.800000191,82.5,1.799999952,5.5,0.018,0.4,0.002,19,15,426140,"봄",0,"20mm미만"
"649","군집 5",412,171038,4.400000095,79,2,6.5,0.02,0.2,0.002,14,14,585828,"봄",0,"20mm미만"
"650","군집 3",342,684130,5.599999905,76.09999847,1.799999952,5.5,0.024,0.4,0.001,34,24,668882,"봄",0,"20mm미만"
"651","군집 4",628,430330,5.400000095,78.59999847,1.899999976,5.5,0.02,0.5,0.004,35,30,246004,"봄",0,"20mm미만"
"652","군집 5",277,442291,5.199999809,78.09999847,1.5,5,0.02,0.6,0.004,33,26,587447,"봄",0,"20mm미만"
"653","군집 3",421,659099,5.400000095,77.59999847,1.399999976,7.5,0.021,0.6,0.004,32,24,517921,"봄",0,"20mm미만"
"654","군집 2",169,181604,4.900000095,76.30000305,2,6,0.025,0.5,0.003,31,27,360802,"봄",0,"20mm미만"
"655","군집 5",248,424755,4.400000095,76.59999847,2.200000048,5.5,0.033,0.3,0.003,16,11,442850,"봄",0,"20mm미만"
"656","군집 7",428,1022729,4.5,79.09999847,1.700000048,5.5,0.02,0.5,0.003,26,22,324175,"봄",0,"20mm미만"
"657","군집 2",167,243626,5.099999905,77.40000153,2,5,0.022,0.5,0.005,27,23,318224,"봄",0,"20mm미만"
"658","군집 1",512,1594019,5.599999905,61.09999847,1.100000024,0,0.039,0.6,0.005,47,37,747805,"봄",0,"1mm미만"
"659","군집 2",304,345914,6.199999809,53.09999847,1.600000024,0,0.035,0.6,0.003,55,40,255073,"봄",0,"1mm미만"
"660","군집 2",149,147805,5.800000191,62.09999847,1.200000048,0,0.023,0.5,0.003,41,28,443741,"봄",0,"1mm미만"
"661","군집 4",806,521361,6.099999905,61.59999847,1.399999976,0,0.036,0.7,0.003,45,30,248668,"봄",0,"1mm미만"
"662","군집 5",348,647843,4.900000095,67.09999847,1.799999952,0,0.038,0.5,0.005,73,52,502932,"봄",0,"1mm미만"
"663","군집 2",179,214533,5.300000191,59.90000153,1.200000048,0,0.043,0.7,0.004,67,49,343717,"봄",0,"1mm미만"
"664","군집 5",405,521250,4.800000191,59.20000076,0.899999976,0,0.027,0.6,0.005,45,32,411498,"봄",0,"1mm미만"
"665","군집 2",98,233857,5.5,62.20000076,0.899999976,0,0.024,0.6,0.006,47,33,311983,"봄",0,"1mm미만"
"666","군집 5",499,465322,5.900000095,58.90000153,1.600000024,0,0.053,0.7,0.006,42,34,499086,"봄",0,"1mm미만"
"667","군집 5",312,625006,5.800000191,66.5,1.5,0,0.04,0.7,0.004,61,46,519626,"봄",0,"1mm미만"
"668","군집 6",1597,842797,5,69.5,1.200000048,0,0.045,0.6,0.001,56,41,439052,"봄",0,"1mm미만"
"669","군집 5",704,171838,4.699999809,64.80000305,1.299999952,0,0.047,0.6,0.004,41,32,588568,"봄",0,"1mm미만"
"670","군집 3",626,754085,5.699999809,65,1.399999976,0,0.037,0.6,0.002,65,38,703215,"봄",0,"1mm미만"
"671","군집 4",892,442915,5.300000191,65.5,1.600000024,0,0.037,0.6,0.005,57,42,251395,"봄",0,"1mm미만"
"672","군집 5",421,449200,5.699999809,62.09999847,1.399999976,0,0.031,0.7,0.004,41,31,595550,"봄",0,"1mm미만"
"673","군집 3",705,701618,6.099999905,61.79999924,1.200000048,0,0.034,0.9,0.004,48,33,539486,"봄",0,"1mm미만"
"674","군집 2",265,188503,5.199999809,65.69999695,1.200000048,0,0.048,0.7,0.004,53,43,375461,"봄",0,"1mm미만"
"675","군집 5",354,434359,4.699999809,63.90000153,1.399999976,0,0.036,0.4,0.003,39,29,451550,"봄",0,"1mm미만"
"676","군집 7",598,1082080,4.699999809,64.30000305,1.399999976,0,0.036,0.6,0.003,41,31,343153,"봄",0,"1mm미만"
"677","군집 2",303,252839,5.599999905,63.79999924,1.700000048,0,0.035,0.7,0.005,44,31,327476,"봄",0,"1mm미만"
"678","군집 1",531,1095712,5.300000191,63.09999847,1.200000048,0,0.035,0.5,0.006,42,32,489587,"봄",1,"1mm미만"
"679","군집 2",328,257377,5.599999905,56.09999847,1.899999976,0,0.038,0.7,0.004,55,42,186360,"봄",1,"1mm미만"
"680","군집 2",204,115253,5.400000095,65.90000153,1.299999952,0,0.032,0.6,0.004,48,31,360448,"봄",1,"1mm미만"
"681","군집 4",865,456758,5.599999905,64.5,1.799999952,0,0.041,0.8,0.006,51,32,194116,"봄",1,"1mm미만"
"682","군집 5",369,497540,4.5,68.40000153,2.599999905,0,0.031,0.3,0.006,47,34,367242,"봄",1,"1mm미만"
"683","군집 2",118,102646,4.800000191,61.5,1.600000024,0,0.035,0.6,0.005,45,31,252456,"봄",1,"1mm미만"
"684","군집 5",390,389272,4.099999905,64.30000305,1.200000048,0,0.039,0.7,0.006,53,36,298369,"봄",1,"1mm미만"
"685","군집 2",139,184816,4.800000191,66.69999695,1,0,0.035,0.7,0.007,51,33,239730,"봄",1,"1mm미만"
"686","군집 5",502,400426,5.400000095,61.59999847,2,0,0.038,0.6,0.007,46,37,371190,"봄",1,"1mm미만"
"687","군집 5",385,500668,5.400000095,68.19999695,2.099999905,0,0.035,0.6,0.005,44,31,384741,"봄",1,"1mm미만"
"688","군집 6",1574,748102,4.699999809,72.5,1.399999976,0,0.032,0.5,0.003,48,36,322704,"봄",1,"1mm미만"
"689","군집 5",641,110396,4.599999905,67,1.600000024,0,0.04,0.6,0.005,43,34,428472,"봄",1,"1mm미만"
"690","군집 3",584,589921,5.199999809,65.59999847,1.799999952,0,0.031,0.5,0.003,48,29,487278,"봄",1,"1mm미만"
"691","군집 4",809,308531,5.400000095,65.5,2.099999905,0,0.035,0.6,0.006,50,33,182980,"봄",1,"1mm미만"
"692","군집 5",436,330420,5.300000191,65.5,1.5,0,0.04,0.8,0.006,48,33,432983,"봄",1,"1mm미만"
"693","군집 3",747,544019,5.699999809,62.90000153,1.5,0,0.036,0.9,0.005,50,31,397730,"봄",1,"1mm미만"
"694","군집 2",288,134243,4.900000095,67.80000305,1.600000024,0,0.038,0.5,0.006,41,32,273065,"봄",1,"1mm미만"
"695","군집 5",480,327796,4.400000095,66.69999695,2,0,0.033,0.4,0.005,48,34,340077,"봄",1,"1mm미만"
"696","군집 7",442,824073,4.300000191,67,1.799999952,0,0.037,0.6,0.005,40,30,248300,"봄",1,"1mm미만"
"697","군집 2",303,198596,5.400000095,64.80000305,2.299999952,0,0.039,0.6,0.006,45,32,247085,"봄",1,"1mm미만"
"698","군집 1",545,672908,7.199999809,54.5,1.399999976,0,0.028,0.4,0.006,55,41,352867,"봄",1,"1mm미만"
"699","군집 2",405,184609,7.699999809,45.59999847,1.899999976,0,0.027,0.5,0.004,57,39,148566,"봄",1,"1mm미만"
"700","군집 2",191,91558,7.400000095,55.09999847,1.299999952,0,0.023,0.5,0.003,61,39,288364,"봄",1,"1mm미만"
"701","군집 4",1072,352352,7.800000191,53.09999847,1.700000048,0,0.028,0.5,0.004,58,35,152078,"봄",1,"1mm미만"
"702","군집 5",434,377959,6.800000191,59.70000076,2.099999905,0,0.028,0.3,0.005,68,45,282818,"봄",1,"1mm미만"
"703","군집 2",149,76760,7.400000095,50.90000153,1.299999952,0,0.032,0.5,0.005,63,43,193940,"봄",1,"1mm미만"
"704","군집 5",507,300394,6.400000095,54.09999847,0.699999988,0,0.028,0.6,0.005,64,42,233950,"봄",1,"1mm미만"
"705","군집 2",125,146329,6.699999809,57.70000076,0.800000012,0,0.023,0.6,0.005,65,39,185293,"봄",1,"1mm미만"
"706","군집 5",509,294192,7.5,50.29999924,1.899999976,0,0.027,0.5,0.006,57,43,278658,"봄",1,"1mm미만"
"707","군집 5",412,359296,7.5,60.70000076,1.899999976,0,0.027,0.5,0.005,59,41,300611,"봄",1,"1mm미만"
"708","군집 6",1712,533867,6.599999905,63.20000076,1.399999976,0,0.022,0.4,0.001,64,46,248780,"봄",1,"1mm미만"
"709","군집 5",682,77594,6.5,57.29999924,1.399999976,0,0.026,0.4,0.004,63,42,332983,"봄",1,"1mm미만"
"710","군집 3",734,425999,7.599999905,52.79999924,1.600000024,0,0.029,0.4,0.003,68,37,363678,"봄",1,"1mm미만"
"711","군집 4",947,210684,7.5,54.79999924,1.799999952,0,0.026,0.5,0.005,58,38,133992,"봄",1,"1mm미만"
"712","군집 5",458,246236,7.099999905,55.70000076,1.600000024,0,0.027,0.6,0.005,58,38,339404,"봄",1,"1mm미만"
"713","군집 3",1003,383217,7.800000191,52.40000153,1.299999952,0,0.026,0.7,0.005,53,30,307718,"봄",1,"1mm미만"
"714","군집 2",315,94616,7,59.09999847,1.399999976,0,0.036,0.5,0.004,59,46,207609,"봄",1,"1mm미만"
"715","군집 5",465,242828,6.199999809,58.40000153,1.700000048,0,0.027,0.3,0.004,62,44,263291,"봄",1,"1mm미만"
"716","군집 7",416,556108,6.300000191,55.40000153,1.799999952,0,0.024,0.5,0.004,50,35,188796,"봄",1,"1mm미만"
"717","군집 2",356,147171,7.5,53.59999847,1.899999976,0,0.027,0.6,0.006,55,37,186366,"봄",1,"1mm미만"
"718","군집 1",592,1455371,8.600000381,50.40000153,0.800000012,0,0.056,0.7,0.007,93,64,711343,"봄",0,"1mm미만"
"719","군집 2",387,333405,9.100000381,41.79999924,1.200000048,0,0.056,0.8,0.005,108,65,244896,"봄",0,"1mm미만"
"720","군집 2",162,143283,8.699999809,47.5,0.699999988,0,0.045,0.7,0.005,85,48,429178,"봄",0,"1mm미만"
"721","군집 4",1068,485539,9,49.20000076,1.200000048,0,0.056,0.9,0.006,95,56,239163,"봄",0,"1mm미만"
"722","군집 5",411,627889,8.600000381,53.5,2,0,0.05,0.5,0.006,125,77,488767,"봄",0,"1mm미만"
"723","군집 2",189,212279,8.899999619,46,1.200000048,0,0.054,0.8,0.006,108,73,335798,"봄",0,"1mm미만"
"724","군집 5",438,511171,7.300000191,46.59999847,0.699999988,0,0.049,0.8,0.007,87,52,401942,"봄",0,"1mm미만"
"725","군집 2",117,227450,7.699999809,51.40000153,0.699999988,0,0.047,0.8,0.007,93,51,304990,"봄",0,"1mm미만"
"726","군집 5",621,446932,8.5,46.5,1.200000048,0,0.06,0.8,0.008,91,63,489102,"봄",0,"1mm미만"
"727","군집 5",378,591996,9.100000381,54.09999847,1.700000048,0,0.054,0.8,0.006,99,73,513997,"봄",0,"1mm미만"
"728","군집 6",1853,750255,8.300000191,56.20000076,1.100000024,0,0.05,0.7,0.005,103,71,420954,"봄",0,"1mm미만"
"729","군집 5",788,171315,8.300000191,47.59999847,1.600000024,0,0.06,0.8,0.006,98,62,586954,"봄",0,"1mm미만"
"730","군집 3",670,681833,9,50.79999924,1.399999976,0,0.053,0.7,0.004,115,58,666027,"봄",0,"1mm미만"
"731","군집 4",1096,426520,8.699999809,51.29999924,1.5,0,0.051,0.8,0.006,104,65,242315,"봄",0,"1mm미만"
"732","군집 5",452,445116,8.5,48.40000153,1,0,0.053,1,0.006,93,56,581151,"봄",0,"1mm미만"
"733","군집 3",830,659681,8.899999619,49,1,0,0.051,1.1,0.006,103,58,513676,"봄",0,"1mm미만"
"734","군집 2",260,181869,8.699999809,54.70000076,1.299999952,0,0.06,0.8,0.006,102,79,358573,"봄",0,"1mm미만"
"735","군집 5",440,425870,8.199999809,48,1.600000024,0,0.051,0.5,0.005,102,61,442939,"봄",0,"1mm미만"
"736","군집 7",739,1013719,7.800000191,51,1.200000048,0,0.056,0.8,0.005,76,53,329220,"봄",0,"1mm미만"
"737","군집 2",344,250309,8.800000191,48.09999847,1.299999952,0,0.048,0.8,0.007,86,56,322288,"봄",0,"1mm미만"
"738","군집 1",799,1488817,12.30000019,62.09999847,1.100000024,0,0.042,0.6,0.007,65,46,731041,"봄",0,"1mm미만"
"739","군집 2",447,338751,12.5,54.70000076,1.899999976,0,0.043,0.7,0.005,91,44,246572,"봄",0,"1mm미만"
"740","군집 2",244,144402,12.5,61.59999847,1.200000048,0,0.047,0.6,0.005,65,37,432153,"봄",0,"1mm미만"
"741","군집 4",1304,493011,12.69999981,61.5,1.600000024,0,0.048,0.9,0.008,79,46,242179,"봄",0,"1mm미만"
"742","군집 5",549,637916,12.5,62.90000153,2.599999905,0,0.041,0.4,0.005,67,36,495850,"봄",0,"1mm미만"
"743","군집 2",235,213249,12.89999962,55.59999847,2.099999905,0,0.038,0.5,0.005,46,27,335934,"봄",0,"1mm미만"
"744","군집 5",546,517048,11.5,60.40000153,0.899999976,0,0.047,0.8,0.007,69,43,408513,"봄",0,"1mm미만"
"745","군집 2",123,231424,11.89999962,63.20000076,1.100000024,0,0.049,0.7,0.007,75,39,305816,"봄",0,"1mm미만"
"746","군집 5",731,453433,12.39999962,58.5,1.299999952,0,0.051,0.8,0.008,68,49,495152,"봄",0,"1mm미만"
"747","군집 5",518,607727,12.69999981,65.69999695,2.5,0,0.043,0.7,0.005,59,40,520831,"봄",0,"1mm미만"
"748","군집 5",961,173716,12.80000019,59.70000076,2.400000095,0,0.034,0.4,0.005,44,27,597190,"봄",0,"1mm미만"
"749","군집 3",815,689814,12.89999962,60.79999924,1.799999952,0,0.042,0.6,0.003,75,40,684218,"봄",0,"1mm미만"
"750","군집 4",1255,438080,12,65.09999847,2.200000048,0,0.041,0.8,0.006,81,45,246698,"봄",0,"1mm미만"
"751","군집 5",596,449966,12.39999962,61.79999924,1.5,0,0.048,0.9,0.006,70,40,592047,"봄",0,"1mm미만"
"752","군집 3",1048,675610,12.5,60.5,1.5,0,0.038,1.1,0.007,42,22,522880,"봄",0,"1mm미만"
"753","군집 2",342,184349,12.60000038,63.29999924,1.899999976,0,0.049,0.6,0.005,52,35,361525,"봄",0,"1mm미만"
"754","군집 2",407,341755,13,55.59999847,1.799999952,0,0.046,0.6,0.004,71,56,358024,"봄",0,"1mm미만"
"755","군집 5",515,434092,12.30000019,60.20000076,2.299999952,0,0.042,0.4,0.005,50,27,446852,"봄",0,"1mm미만"
"756","군집 7",804,1038303,11.80000019,62.40000153,2,0,0.049,0.7,0.004,56,35,342099,"봄",0,"1mm미만"
"757","군집 2",399,252147,12.39999962,61.70000076,2.299999952,0,0.042,0.8,0.007,65,41,324189,"봄",0,"1mm미만"
"758","군집 1",1089,1508856,17.10000038,59.70000076,1.100000024,0,0.027,0.3,0.006,18,11,739676,"봄",0,"1mm미만"
"759","군집 2",530,342796,17.60000038,51.09999847,1.5,0,0.029,0.4,0.005,28,16,252205,"봄",0,"1mm미만"
"760","군집 2",289,146657,17.20000076,63.29999924,1.600000024,0,0.026,0.4,0.005,21,9,439379,"봄",0,"1mm미만"
"761","군집 4",1811,513249,17.60000038,60.09999847,1.700000048,0,0.032,0.5,0.005,24,12,248976,"봄",0,"1mm미만"
"762","군집 5",655,650165,16.79999924,60.59999847,3,0,0.022,0.2,0.005,25,14,504568,"봄",0,"1mm미만"
"763","군집 2",280,214475,17.29999924,53.40000153,2.5,0,0.024,0.4,0.006,24,12,342690,"봄",0,"1mm미만"
"764","군집 5",710,526831,16.89999962,61.20000076,1.200000048,0,0.028,0.4,0.006,27,13,414951,"봄",0,"1mm미만"
"765","군집 2",185,234503,17.10000038,63.09999847,1.200000048,0,0.025,0.4,0.006,27,12,310682,"봄",0,"1mm미만"
"766","군집 5",919,457138,17.60000038,57,1.5,0,0.028,0.4,0.007,19,12,506228,"봄",0,"1mm미만"
"767","군집 5",716,613849,17.60000038,63.70000076,2.200000048,0,0.024,0.3,0.004,22,10,528076,"봄",0,"1mm미만"
"768","군집 6",2898,799319,17.10000038,65.30000305,1.799999952,0,0.023,0.3,0.004,26,15,440610,"봄",0,"1mm미만"
"769","군집 5",1172,175932,16.89999962,61.70000076,2.599999905,0,0.022,0.3,0.005,21,11,609195,"봄",0,"1mm미만"
"770","군집 3",1023,695113,17.70000076,58.70000076,2.200000048,0,0.02,0.3,0.003,28,13,694581,"봄",0,"1mm미만"
"771","군집 4",1667,446886,17.29999924,58.70000076,2.099999905,0,0.027,0.5,0.006,28,15,251358,"봄",0,"1mm미만"
"772","군집 5",719,465382,17.29999924,62.29999924,1.799999952,0,0.031,0.6,0.005,26,15,604109,"봄",0,"1mm미만"
"773","군집 3",1437,696732,17.79999924,56.29999924,1.5,0,0.023,0.5,0.005,25,11,535551,"봄",0,"1mm미만"
"774","군집 2",482,186396,17,61,2,0,0.028,0.4,0.005,20,10,367781,"봄",0,"1mm미만"
"775","군집 2",544,352723,17.60000038,55.79999924,1.899999976,0,0.028,0.4,0.004,26,14,369723,"봄",0,"1mm미만"
"776","군집 5",703,437173,16.70000076,61.59999847,2.200000048,0,0.025,0.2,0.006,28,13,453010,"봄",0,"1mm미만"
"777","군집 7",863,1055266,16.70000076,61.79999924,1.899999976,0,0.028,0.4,0.004,20,11,351149,"봄",0,"1mm미만"
"778","군집 2",500,255013,17.29999924,61,2.599999905,0,0.025,0.5,0.006,19,10,330036,"봄",0,"1mm미만"
"779","군집 1",267,1479521,13,90.19999695,1.100000024,31.5,0.03,0.4,0.005,17,15,700853,"봄",0,"20mm초과"
"780","군집 2",189,326749,13.5,83.09999847,1.799999952,29.5,0.033,0.5,0.004,26,20,242951,"봄",0,"20mm초과"
"781","군집 2",128,138549,13.5,89.40000153,1.5,25,0.024,0.4,0.003,15,9,415436,"봄",0,"20mm초과"
"782","군집 4",540,474956,13.5,89.09999847,1.5,32,0.036,0.6,0.004,24,15,238526,"봄",0,"20mm초과"
"783","군집 5",184,613223,12.60000038,90.19999695,2.5,36.5,0.026,0.3,0.003,27,19,480716,"봄",0,"20mm초과"
"784","군집 2",55,204932,13,83.5,2,39,0.03,0.4,0.004,26,15,324200,"봄",0,"20mm초과"
"785","군집 5",266,496499,12.89999962,89.5,1,23.5,0.027,0.4,0.004,20,12,397721,"봄",0,"20mm초과"
"786","군집 2",94,219631,13.30000019,89.30000305,1.100000024,20.5,0.025,0.4,0.004,19,14,300045,"봄",0,"20mm초과"
