"","지역","대여건수","지하철","평균기온","평균습도","평균풍속","강수량","이산화질소농도","일산화탄소농도","아황산가스농도","미세먼지량","초미세먼지량","버스","계절","WeekDay","강수량수준"
"2185","군집 5",1459,155167,30.20000076,72.30000305,1.299999952,0,0.017,0.5,0.004,36,28,553790,"여름",0,"1mm미만"
"2186","군집 3",1611,665573,30.79999924,68.40000153,1.899999976,0,0.022,0.3,0.005,34,22,684574,"여름",0,"1mm미만"
"2187","군집 4",2033,396846,28.20000076,76.69999695,1.399999976,0,0.019,0.3,0.005,41,21,251181,"여름",0,"1mm미만"
"2188","군집 5",1157,374261,30.60000038,70.09999847,1.200000048,0,0.022,0.5,0.004,45,27,539609,"여름",0,"1mm미만"
"2189","군집 3",2413,669529,31.20000076,66.30000305,1.200000048,0,0.022,0.7,0.004,35,24,524767,"여름",0,"1mm미만"
"2190","군집 2",1021,169485,30.5,69.19999695,1.5,0,0.02,0.3,0.004,43,29,361022,"여름",0,"1mm미만"
"2191","군집 6",3355,629749,30.20000076,75.80000305,2.200000048,0,0.022,0.5,0.005,43,30,523158,"여름",0,"1mm미만"
"2192","군집 5",1160,407088,29.79999924,71.09999847,1.600000024,0,0.018,0.4,0.005,44,33,434925,"여름",0,"1mm미만"
"2193","군집 7",1116,965303,29.89999962,63.5,1.299999952,0,0.025,0.4,0.004,42,27,332450,"여름",0,"1mm미만"
"2194","군집 2",1034,230920,30.5,70.19999695,1.600000024,0,0.023,0.4,0.006,36,26,311633,"여름",0,"1mm미만"
"2195","군집 1",1516,1592704,31,71.09999847,1.399999976,0,0.025,0.4,0.005,42,29,764027,"여름",0,"1mm미만"
"2196","군집 2",1054,319793,31.5,62.09999847,1.200000048,2,0.028,0.4,0.004,75,39,249078,"여름",0,"20mm미만"
"2197","군집 2",606,134058,32.09999847,37.79999924,1.100000024,0,0.01,0.3,0.003,53,36,438078,"여름",0,"1mm미만"
"2198","군집 3",1276,389464,25.79999924,68.19999695,1.399999976,0,0.026,0.3,0.003,48,31,691708,"여름",0,"1mm미만"
"2199","군집 4",1952,472098,31.89999962,70,1.399999976,4,0.022,0.6,0.007,50,36,248299,"여름",0,"20mm미만"
"2200","군집 5",1263,606115,31,72.09999847,2.200000048,0,0.022,0.2,0.002,43,29,502791,"여름",0,"1mm미만"
"2201","군집 5",1467,460051,32.40000153,69.69999695,0.800000012,0,0.017,0.3,0.005,45,31,383997,"여름",0,"1mm미만"
"2202","군집 2",410,212031,31.10000038,72.69999695,0.699999988,0,0.012,0.5,0.004,44,27,304892,"여름",0,"1mm미만"
"2203","군집 5",1178,414722,31.70000076,69.5,0.800000012,0,0.022,0.6,0.007,47,38,471363,"여름",0,"1mm미만"
"2204","군집 5",911,556526,31.39999962,75.09999847,1.600000024,0,0.023,0.4,0.004,57,32,507954,"여름",0,"1mm미만"
"2205","군집 5",1338,154550,30.60000038,74.69999695,1.299999952,0,0.016,0.5,0.004,42,31,549163,"여름",0,"1mm미만"
"2206","군집 3",1570,726285,31.89999962,68,2,0,0.027,0.3,0.004,43,29,699400,"여름",0,"1mm미만"
"2207","군집 4",1866,401009,28.5,82.30000305,0.699999988,0,0.021,0.3,0.005,45,30,256012,"여름",0,"1mm미만"
"2208","군집 5",1106,377058,31.89999962,69.09999847,1.399999976,0,0.02,0.5,0.003,49,31,549022,"여름",0,"1mm미만"
"2209","군집 3",2329,703088,32,68.59999847,0.899999976,0,0.025,0.7,0.003,47,33,536615,"여름",0,"1mm미만"
"2210","군집 2",882,173817,31.20000076,70.69999695,1.299999952,0,0.024,0.3,0.003,55,35,368578,"여름",0,"1mm미만"
"2211","군집 6",3237,655769,30.60000038,79.09999847,2.5,0,0.028,0.6,0.004,53,36,537733,"여름",0,"1mm미만"
"2212","군집 5",1065,409068,30.20000076,72.90000153,1.899999976,0,0.014,0.4,0.004,47,37,440432,"여름",0,"1mm미만"
"2213","군집 7",1011,1006131,30.79999924,64.80000305,1.700000048,0,0.022,0.4,0.003,53,35,340050,"여름",0,"1mm미만"
"2214","군집 2",987,234367,31.5,70.80000305,1.399999976,0,0.024,0.4,0.006,47,37,318835,"여름",0,"1mm미만"
"2215","군집 1",743,934936,30.20000076,77.09999847,0.899999976,15.5,0.032,0.4,0.005,31,22,442579,"여름",1,"20mm미만"
"2216","군집 2",985,214648,31,64.5,1,1,0.03,0.4,0.004,51,29,171996,"여름",1,"20mm미만"
"2217","군집 2",504,102030,31.39999962,42,1.200000048,0.5,0.011,0.3,0.002,49,36,340568,"여름",1,"1mm미만"
"2218","군집 3",1070,279552,27.29999924,75.80000305,0.899999976,14.5,0.037,0.4,0.003,40,26,493760,"여름",1,"20mm미만"
"2219","군집 4",1626,370465,31.10000038,74.90000153,1.299999952,0,0.027,0.6,0.003,35,25,177505,"여름",1,"1mm미만"
"2220","군집 5",849,409232,29.60000038,80.30000305,1.600000024,16.5,0.029,0.3,0.002,32,24,336152,"여름",1,"20mm미만"
"2221","군집 5",1312,329198,31.89999962,73.80000305,0.699999988,0,0.018,0.3,0.005,39,25,271667,"여름",1,"1mm미만"
"2222","군집 2",312,153683,30.5,78.40000153,0.600000024,1,0.013,0.5,0.004,38,24,221652,"여름",1,"20mm미만"
"2223","군집 5",904,325113,31.29999924,72.59999847,1,0,0.029,0.6,0.006,39,34,331985,"여름",1,"1mm미만"
"2224","군집 5",781,394854,30.5,81.40000153,1.299999952,19,0.029,0.4,0.004,48,29,346581,"여름",1,"20mm미만"
"2225","군집 5",1010,87308,30.10000038,79,1.299999952,0,0.021,0.6,0.002,35,25,372392,"여름",1,"1mm미만"
"2226","군집 3",911,482083,30.29999924,77.09999847,1.600000024,13,0.036,0.4,0.004,33,23,419840,"여름",1,"20mm미만"
"2227","군집 4",1208,254637,30.29999924,77.90000153,1.200000048,6.5,0.024,0.3,0.005,34,23,167908,"여름",1,"20mm미만"
"2228","군집 5",835,269133,31.29999924,73.09999847,1,0,0.022,0.5,0.002,37,25,387168,"여름",1,"1mm미만"
"2229","군집 3",1513,488660,31,74.40000153,1.100000024,2,0.028,0.7,0.003,34,23,360154,"여름",1,"20mm미만"
"2230","군집 2",642,109061,30,77.40000153,0.800000012,24.5,0.03,0.4,0.003,48,35,247081,"여름",1,"20mm초과"
"2231","군집 6",1851,387556,29.70000076,84.69999695,1.799999952,21,0.03,0.5,0.004,43,32,338756,"여름",1,"20mm초과"
"2232","군집 5",887,278158,29.79999924,76.80000305,1.299999952,0,0.016,0.4,0.003,37,31,317492,"여름",1,"1mm미만"
"2233","군집 7",521,646930,29.5,73,1.200000048,33,0.033,0.3,0.003,48,33,217735,"여름",1,"20mm초과"
"2234","군집 2",785,170820,31,74.30000305,1.600000024,0,0.025,0.5,0.006,38,31,232253,"여름",1,"1mm미만"
"2235","군집 1",1083,623178,31.60000038,55.5,1.399999976,0,0.013,0.3,0.005,13,9,341013,"여름",1,"1mm미만"
"2236","군집 2",982,165090,32,44.79999924,3.400000095,0,0.014,0.3,0.003,20,11,141899,"여름",1,"1mm미만"
"2237","군집 2",611,80277,32.09999847,25.60000038,2.099999905,0,0.007,0.3,0.002,19,13,274366,"여름",1,"1mm미만"
"2238","군집 3",1247,218577,30.79999924,53.5,1.100000024,0,0.017,0.3,0.003,21,13,412695,"여름",1,"1mm미만"
"2239","군집 4",1828,293585,32.5,54,2.599999905,0,0.01,0.4,0.004,18,12,144238,"여름",1,"1mm미만"
"2240","군집 5",1043,332970,32.09999847,54,2.900000095,0,0.013,0.2,0.002,16,11,274796,"여름",1,"1mm미만"
"2241","군집 5",1419,252425,32.40000153,57.29999924,1.200000048,0,0.008,0.3,0.005,23,13,218979,"여름",1,"1mm미만"
"2242","군집 2",338,125616,31.29999924,60.70000076,1.200000048,0,0.008,0.5,0.004,22,12,175458,"여름",1,"1mm미만"
"2243","군집 5",975,247135,31.89999962,55.40000153,2.700000048,0,0.014,0.5,0.006,17,14,255991,"여름",1,"1mm미만"
"2244","군집 5",873,300359,32.29999924,58.5,2.400000095,0,0.013,0.4,0.003,24,13,279353,"여름",1,"1mm미만"
"2245","군집 5",1085,64971,31.60000038,56.5,2,0,0.007,0.6,0.002,15,12,301404,"여름",1,"1mm미만"
"2246","군집 3",1210,378003,31.89999962,56.90000153,2.400000095,0,0.013,0.2,0.003,18,10,336452,"여름",1,"1mm미만"
"2247","군집 4",1481,183554,32.09999847,54.29999924,2.700000048,0,0.007,0.2,0.005,18,13,131625,"여름",1,"1mm미만"
"2248","군집 5",910,206053,32.20000076,56,1.399999976,0,0.012,0.4,0.002,24,14,310326,"여름",1,"1mm미만"
"2249","군집 3",2025,386447,31.89999962,54.70000076,2,0,0.01,0.5,0.002,19,13,293728,"여름",1,"1mm미만"
"2250","군집 2",721,82194,32,56.40000153,1.600000024,0,0.015,0.4,0.003,21,14,199816,"여름",1,"1mm미만"
"2251","군집 6",2220,303414,31.79999924,64.19999695,2.099999905,0,0.017,0.4,0.004,23,16,295675,"여름",1,"1mm미만"
"2252","군집 5",920,217990,31.20000076,57.5,1.799999952,0,0.008,0.3,0.003,18,18,255839,"여름",1,"1mm미만"
"2253","군집 7",508,490471,31.20000076,50.20000076,2,0,0.016,0.2,0.003,19,13,168006,"여름",1,"1mm미만"
"2254","군집 2",772,131405,31.60000038,56.40000153,2.400000095,0,0.01,0.3,0.006,14,12,180624,"여름",1,"1mm미만"
"2255","군집 1",1320,1369474,33.59999847,57.5,1.100000024,0,0.028,0.4,0.004,27,15,688199,"여름",0,"1mm미만"
"2256","군집 2",1083,293753,34.5,45.40000153,1.5,0,0.024,0.4,0.003,33,16,226529,"여름",0,"1mm미만"
"2257","군집 2",566,122152,34.79999924,18.89999962,1.100000024,0,0.01,0.3,0.002,30,18,404492,"여름",0,"1mm미만"
"2258","군집 3",1161,356252,32.09999847,58.20000076,1.200000048,0,0.026,0.4,0.003,36,20,641509,"여름",0,"1mm미만"
"2259","군집 4",1937,422395,34.59999847,56.20000076,1.5,0,0.019,0.5,0.004,27,16,228254,"여름",0,"1mm미만"
"2260","군집 5",1047,564010,33.90000153,59.09999847,2.099999905,0,0.022,0.3,0.002,34,20,459795,"여름",0,"1mm미만"
"2261","군집 5",1337,418365,35,56.5,0.800000012,0,0.016,0.3,0.005,30,17,350637,"여름",0,"1mm미만"
"2262","군집 2",353,189840,33.70000076,60.70000076,0.800000012,0,0.014,0.5,0.004,34,19,278575,"여름",0,"1mm미만"
"2263","군집 5",1118,376417,34.5,55.29999924,0.699999988,0,0.021,0.6,0.005,26,22,429284,"여름",0,"1mm미만"
"2264","군집 5",792,490901,34.29999924,63.59999847,1.600000024,0,0.023,0.4,0.003,38,19,462214,"여름",0,"1mm미만"
"2265","군집 5",1220,141126,33.40000153,60.90000153,1.399999976,0,0.017,0.7,0.003,32,17,509511,"여름",0,"1mm미만"
"2266","군집 3",1221,622523,34.59999847,56.40000153,1.799999952,0,0.027,0.3,0.004,32,18,636917,"여름",0,"1mm미만"
"2267","군집 4",1713,359713,33.90000153,57.79999924,1.600000024,0,0.021,0.3,0.005,32,18,232572,"여름",0,"1mm미만"
"2268","군집 5",979,344486,34.59999847,56.09999847,1.399999976,0,0.019,0.5,0.002,35,19,501210,"여름",0,"1mm미만"
"2269","군집 3",2042,642393,34.5,54.40000153,1.100000024,0,0.021,0.6,0.003,26,15,492459,"여름",0,"1mm미만"
"2270","군집 2",794,156822,33.79999924,59.5,1.299999952,0,0.023,0.4,0.003,37,22,334685,"여름",0,"1mm미만"
"2271","군집 6",2924,589589,33.20000076,67.69999695,2.5,0,0.028,0.6,0.004,43,25,499799,"여름",0,"1mm미만"
"2272","군집 5",920,376508,33,60,1.799999952,0,0.015,0.3,0.003,32,25,402987,"여름",0,"1mm미만"
"2273","군집 7",885,916298,33.40000153,52.59999847,1.200000048,0,0.023,0.4,0.003,33,20,310271,"여름",0,"1mm미만"
"2274","군집 2",810,213941,34.09999847,57.20000076,1.700000048,0,0.019,0.4,0.005,24,16,292031,"여름",0,"1mm미만"
"2275","군집 1",1272,1354540,33.90000153,56.29999924,1,0,0.027,0.4,0.005,30,18,672462,"여름",0,"1mm미만"
"2276","군집 2",1119,286936,34.59999847,43.40000153,1.100000024,0,0.022,0.4,0.003,33,19,217733,"여름",0,"1mm미만"
"2277","군집 2",573,120177,34.79999924,17.70000076,1.100000024,0,0.016,0.4,0.003,39,26,391660,"여름",0,"1mm미만"
"2278","군집 3",1131,349556,28,53.79999924,1.200000048,0,0.022,0.4,0.004,35,20,617246,"여름",0,"1mm미만"
"2279","군집 4",1983,415996,34.70000076,56,1.5,0,0.019,0.5,0.005,33,22,221955,"여름",0,"1mm미만"
"2280","군집 5",1133,545759,34.20000076,54.79999924,2.099999905,0,0.019,0.3,0.004,33,24,443269,"여름",0,"1mm미만"
"2281","군집 5",1299,408462,32.09999847,70,0.5,0,0.015,0.4,0.005,35,21,337467,"여름",0,"1mm미만"
"2282","군집 2",315,184965,33.79999924,61.09999847,0.899999976,0,0.016,0.6,0.004,39,23,270792,"여름",0,"1mm미만"
"2283","군집 5",1097,374706,34.79999924,54.29999924,1.100000024,0,0.021,0.6,0.006,27,23,416669,"여름",0,"1mm미만"
"2284","군집 5",794,483553,34.40000153,59.79999924,1.700000048,0,0.021,0.4,0.004,35,19,448663,"여름",0,"1mm미만"
"2285","군집 5",1203,137031,33.79999924,58.40000153,1.600000024,0,0.019,0.7,0.004,34,21,496034,"여름",0,"1mm미만"
"2286","군집 3",1337,608615,34.59999847,54.70000076,1.700000048,0,0.024,0.4,0.004,33,20,617530,"여름",0,"1mm미만"
"2287","군집 4",1682,351131,31.89999962,60.09999847,1.700000048,0,0.021,0.3,0.005,34,22,227324,"여름",0,"1mm미만"
"2288","군집 5",931,338051,34.90000153,54.5,1.399999976,0,0.023,0.5,0.003,41,23,487812,"여름",0,"1mm미만"
"2289","군집 3",2011,640189,34.79999924,52.29999924,1,0,0.018,0.6,0.004,33,20,477520,"여름",0,"1mm미만"
"2290","군집 2",787,151538,34.20000076,55.79999924,1.600000024,0,0.024,0.4,0.004,35,22,319623,"여름",0,"1mm미만"
"2291","군집 6",2855,575928,33.79999924,62.59999847,2.299999952,0,0.023,0.5,0.006,44,28,477926,"여름",0,"1mm미만"
"2292","군집 5",961,367133,33.40000153,58.90000153,1.700000048,0,0.019,0.4,0.005,39,31,389817,"여름",0,"1mm미만"
"2293","군집 7",893,900380,33.59999847,50.5,1.399999976,0,0.027,0.5,0.004,32,23,304806,"여름",0,"1mm미만"
"2294","군집 2",828,209504,34.40000153,56,1.299999952,0,0.022,0.4,0.005,29,22,283541,"여름",0,"1mm미만"
"2295","군집 1",1383,1397436,33.20000076,59.40000153,1.200000048,0,0.03,0.5,0.005,42,31,679491,"여름",0,"1mm미만"
"2296","군집 2",1076,290139,33.79999924,49.79999924,1.600000024,0,0.027,0.5,0.003,45,30,219651,"여름",0,"1mm미만"
"2297","군집 2",558,122049,34.29999924,20,1.299999952,0,0.013,0.4,0.003,52,37,398872,"여름",0,"1mm미만"
"2298","군집 3",1130,356296,27,56.09999847,1.700000048,0,0.022,0.4,0.004,44,29,627699,"여름",0,"1mm미만"
"2299","군집 4",1916,435114,34,59.40000153,1.700000048,0,0.02,0.6,0.006,46,34,224123,"여름",0,"1mm미만"
"2300","군집 5",1123,531251,33.29999924,57.70000076,2.400000095,0,0.021,0.3,0.003,44,32,438693,"여름",0,"1mm미만"
"2301","군집 2",374,187974,33.29999924,62.79999924,1.100000024,0,0.014,0.7,0.004,49,33,274285,"여름",0,"1mm미만"
"2302","군집 5",1131,386304,34,58.09999847,1.399999976,0,0.027,0.5,0.006,41,37,420083,"여름",0,"1mm미만"
"2303","군집 5",804,496381,34.09999847,60.90000153,2,0,0.021,0.5,0.004,49,29,453955,"여름",0,"1mm미만"
"2304","군집 5",1248,135576,33.20000076,61.40000153,1.5,0,0.018,0.7,0.004,44,31,494459,"여름",0,"1mm미만"
"2305","군집 3",1288,651568,34.09999847,56.20000076,2.299999952,0,0.024,0.4,0.005,43,30,632250,"여름",0,"1mm미만"
"2306","군집 4",1803,352517,33.90000153,57.09999847,1.700000048,0,0.024,0.3,0.005,47,34,227634,"여름",0,"1mm미만"
"2307","군집 5",899,339484,34.20000076,58,1.600000024,0,0.022,0.6,0.004,50,34,494133,"여름",0,"1mm미만"
"2308","군집 3",2057,661846,34.20000076,56.40000153,1.100000024,0,0.022,0.7,0.004,42,31,481449,"여름",0,"1mm미만"
"2309","군집 2",768,154141,33.40000153,58.70000076,1.700000048,0,0.022,0.4,0.004,53,36,324430,"여름",0,"1mm미만"
"2310","군집 6",2916,593478,33,65.59999847,2.599999905,0,0.024,0.6,0.005,58,38,489372,"여름",0,"1mm미만"
"2311","군집 5",926,367811,32.70000076,61.20000076,1.899999976,0,0.019,0.5,0.005,47,40,394198,"여름",0,"1mm미만"
"2312","군집 7",866,932036,33,53.40000153,1.700000048,0,0.03,0.5,0.004,49,37,309292,"여름",0,"1mm미만"
"2313","군집 2",855,214363,33.59999847,60.09999847,1.799999952,0,0.021,0.5,0.006,42,36,286800,"여름",0,"1mm미만"
"2314","군집 1",1098,828467,31.39999962,62.29999924,1.799999952,0,0.017,0.3,0.005,22,16,422562,"여름",1,"1mm미만"
"2315","군집 2",1080,204493,32,52.20000076,2.400000095,0,0.023,0.3,0.003,30,19,162660,"여름",1,"1mm미만"
"2316","군집 2",590,94156,32.20000076,18.5,1.5,0,0.008,0.3,0.003,26,18,324986,"여름",1,"1mm미만"
"2317","군집 3",1182,266252,31.60000038,60.29999924,1.700000048,0,0.016,0.3,0.004,28,17,478397,"여름",1,"1mm미만"
"2318","군집 4",1818,357936,32.40000153,60.70000076,2.099999905,0,0.013,0.5,0.006,29,20,170919,"여름",1,"1mm미만"
"2319","군집 5",958,380566,31.39999962,63.5,2.900000095,0,0.014,0.2,0.004,26,17,321588,"여름",1,"1mm미만"
"2320","군집 2",347,143904,31.79999924,62.59999847,0.899999976,0,0.008,0.5,0.005,29,16,209475,"여름",1,"1mm미만"
"2321","군집 5",928,307555,32,60.20000076,2.299999952,0,0.015,0.4,0.005,22,20,312410,"여름",1,"1mm미만"
"2322","군집 5",919,368560,32.29999924,64.09999847,2.599999905,0,0.012,0.3,0.004,31,16,329439,"여름",1,"1mm미만"
"2323","군집 6",2577,582436,31,70.19999695,1.5,0,0.014,0.4,0.002,17,12,292373,"여름",1,"1mm미만"
"2324","군집 5",1067,82858,31,66,1.399999976,0,0.013,0.5,0.004,25,16,364255,"여름",1,"1mm미만"
"2325","군집 3",1113,447824,32.09999847,60.29999924,2.5,0,0.015,0.2,0.004,25,985,410421,"여름",1,"1mm미만"
"2326","군집 4",1412,233057,32,59.70000076,1.799999952,0,0.015,0.2,0.005,28,19,159732,"여름",1,"1mm미만"
"2327","군집 5",893,260192,32.09999847,60.79999924,2.099999905,0,0.012,0.4,0.003,32,19,376571,"여름",1,"1mm미만"
"2328","군집 3",1847,502508,32.59999847,58.5,1.5,0,0.015,0.6,0.003,28,19,353274,"여름",1,"1mm미만"
"2329","군집 2",727,103787,31.89999962,61.5,1.399999976,0,0.014,0.3,0.004,26,17,237846,"여름",1,"1mm미만"
"2330","군집 6",2252,365954,31.29999924,69,2.700000048,0,0.017,0.4,0.005,35,21,333826,"여름",1,"1mm미만"
"2331","군집 5",961,269847,30.70000076,65.19999695,2.099999905,0,0.011,0.4,0.005,30,25,304878,"여름",1,"1mm미만"
"2332","군집 7",616,625700,30.89999962,56.59999847,1.899999976,0,0.015,0.3,0.004,27,19,214932,"여름",1,"1mm미만"
"2333","군집 2",768,158123,31.70000076,61.79999924,2,0,0.013,0.4,0.005,24,19,216698,"여름",1,"1mm미만"
"2334","군집 1",981,564000,30.10000038,72.69999695,1.899999976,1.5,0.01,0.3,0.004,23,14,324120,"여름",1,"20mm미만"
"2335","군집 2",1020,161338,30.5,61.70000076,2.599999905,3,0.016,0.3,0.003,25,14,138308,"여름",1,"20mm미만"
"2336","군집 2",478,76330,30.70000076,30.29999924,1.600000024,0,0.004,0.2,0.002,30,18,266123,"여름",1,"1mm미만"
"2337","군집 3",1193,210864,27.79999924,72.19999695,2.099999905,0,0.011,0.2,0.003,28,16,398031,"여름",1,"1mm미만"
"2338","군집 4",1761,286678,30.79999924,71.80000305,2,4,0.007,0.4,0.005,25,17,141552,"여름",1,"20mm미만"
"2339","군집 5",1000,320462,30.20000076,75,3.099999905,0,0.007,0.2,0.002,23,15,266168,"여름",1,"1mm미만"
"2340","군집 2",347,118030,30.70000076,71.69999695,1,0,0.005,0.5,0.004,26,16,170786,"여름",1,"1mm미만"
"2341","군집 5",872,235736,30.60000038,71.30000305,2.700000048,0,0.009,0.3,0.005,21,18,253573,"여름",1,"1mm미만"
"2342","군집 5",844,291585,30.89999962,74.69999695,2.599999905,0,0.008,0.2,0.003,38,19,277249,"여름",1,"1mm미만"
"2343","군집 6",2465,437236,29.79999924,81.69999695,1.700000048,0,0.005,0.3,0.002,24,16,234721,"여름",1,"1mm미만"
"2344","군집 5",1067,62976,29.89999962,77.90000153,1.5,0.5,0.006,0.5,0.004,24,16,293343,"여름",1,"1mm미만"
"2345","군집 4",1414,177736,30.5,71.59999847,1.899999976,1.5,0.008,0.2,0.004,24,15,126984,"여름",1,"20mm미만"
"2346","군집 5",899,206650,30.60000038,73.5,1.899999976,0.5,0.008,0.4,0.002,25,16,306164,"여름",1,"1mm미만"
"2347","군집 3",1835,388375,31.10000038,69.80000305,1.200000048,2,0.01,0.5,0.003,23,15,286012,"여름",1,"20mm미만"
"2348","군집 2",731,79733,30.60000038,72,1.399999976,0.5,0.008,0.2,0.003,35,23,193686,"여름",1,"1mm미만"
"2349","군집 6",2155,289822,30.10000038,79.30000305,3.200000048,0,0.012,0.5,0.004,33,19,290900,"여름",1,"1mm미만"
"2350","군집 5",905,209001,29.29999924,76.69999695,2.400000095,1,0.006,0.4,0.004,29,25,247576,"여름",1,"20mm미만"
"2351","군집 7",554,474267,29.39999962,67.90000153,2.099999905,2,0.008,0.2,0.003,34,22,163620,"여름",1,"20mm미만"
"2352","군집 2",740,126511,30.39999962,72.59999847,2,1.5,0.009,0.3,0.005,24,17,174298,"여름",1,"20mm미만"
"2353","군집 1",1131,1372286,29.89999962,77.19999695,1,62.5,0.023,0.4,0.005,29,18,679383,"여름",0,"20mm초과"
"2354","군집 2",890,287091,30.39999962,68.59999847,1.200000048,6.5,0.027,0.4,0.003,29,17,225932,"여름",0,"20mm미만"
"2355","군집 2",577,120784,31.39999962,27.89999962,1.399999976,0,0.011,0.3,0.002,34,23,395741,"여름",0,"1mm미만"
"2356","군집 3",1109,355558,30,72.5,1.200000048,10,0.022,0.3,0.003,36,22,638310,"여름",0,"20mm미만"
"2357","군집 4",1741,419424,30.60000038,76.19999695,1.5,5,0.02,0.5,0.005,27,18,226942,"여름",0,"20mm미만"
"2358","군집 5",1103,551057,30.60000038,75.5,2.200000048,6,0.017,0.2,0.002,29,19,466425,"여름",0,"20mm미만"
"2359","군집 2",333,189499,30.79999924,74,0.899999976,1,0.013,0.6,0.005,30,18,278599,"여름",0,"20mm미만"
"2360","군집 5",1123,342262,31,71.90000153,1,1,0.022,0.4,0.004,26,21,421025,"여름",0,"20mm미만"
"2361","군집 5",713,496945,31.10000038,77.19999695,1.799999952,14.5,0.018,0.3,0.003,46,25,467418,"여름",0,"20mm미만"
"2362","군집 6",2715,668778,30.79999924,77.80000305,1.399999976,5.5,0.01,0.3,0.002,29,18,402933,"여름",0,"20mm미만"
"2363","군집 5",1166,142247,30.70000076,75.19999695,1.5,6.5,0.011,0.5,0.004,31,18,508200,"여름",0,"20mm미만"
"2364","군집 3",1123,618986,31.20000076,72.80000305,1.799999952,8.5,0.022,0.3,0.003,27,19,632652,"여름",0,"20mm미만"
"2365","군집 4",1514,357716,28.79999924,83.30000305,1.399999976,19.5,0.019,0.2,0.004,28,19,228308,"여름",0,"20mm미만"
"2366","군집 5",920,332770,31.20000076,72.09999847,1.299999952,0,0.017,0.5,0.002,32,19,486063,"여름",0,"1mm미만"
"2367","군집 3",1485,606064,30.29999924,78.69999695,1.200000048,25.5,0.018,0.6,0.002,27,18,480181,"여름",0,"20mm초과"
"2368","군집 2",862,156916,31.20000076,70.59999847,1.399999976,1,0.019,0.3,0.003,40,26,338084,"여름",0,"20mm미만"
"2369","군집 6",2484,586264,31,76.80000305,2.099999905,4.5,0.02,0.5,0.004,43,27,492601,"여름",0,"20mm미만"
"2370","군집 5",962,374598,30.39999962,73.59999847,1.600000024,23,0.011,0.4,0.004,34,26,406351,"여름",0,"20mm초과"
"2371","군집 7",726,857588,30.5,65.80000305,1.600000024,1,0.02,0.2,0.003,39,26,282575,"여름",0,"20mm미만"
"2372","군집 2",845,215918,30.60000038,73.59999847,1.700000048,0.5,0.021,0.4,0.005,27,20,290007,"여름",0,"1mm미만"
"2373","군집 1",1705,1433841,30.60000038,66.40000153,1.100000024,0,0.023,0.4,0.005,19,10,721419,"여름",0,"1mm미만"
"2374","군집 2",1149,302390,31.29999924,56.29999924,1.600000024,0,0.023,0.3,0.003,25,13,235811,"여름",0,"1mm미만"
"2375","군집 2",619,124422,31.79999924,17.20000076,1.299999952,0,0.011,0.3,0.002,16,10,407635,"여름",0,"1mm미만"
"2376","군집 3",1339,364423,29.10000038,64.40000153,1.200000048,0,0.022,0.3,0.003,21,12,656923,"여름",0,"1mm미만"
"2377","군집 4",2282,433179,31.39999962,64.59999847,1.700000048,0,0.015,0.5,0.005,19,12,232834,"여름",0,"1mm미만"
"2378","군집 5",1276,575185,31.39999962,64.90000153,2.400000095,0,0.017,0.2,0.003,18,12,479751,"여름",0,"1mm미만"
"2379","군집 2",427,196316,30.70000076,66.69999695,0.800000012,0,0.011,0.6,0.005,20,11,285465,"여름",0,"1mm미만"
"2380","군집 5",1303,351408,31.29999924,62.90000153,1.299999952,0,0.021,0.4,0.005,14,11,435619,"여름",0,"1mm미만"
"2381","군집 5",1051,513416,31.39999962,67.80000305,1.899999976,0,0.018,0.4,0.003,21,10,479542,"여름",0,"1mm미만"
"2382","군집 6",3296,701574,31.20000076,67.80000305,1.600000024,0,0.012,0.4,0.002,16,11,426046,"여름",0,"1mm미만"
"2383","군집 5",1328,148489,30.89999962,65.40000153,2.299999952,0,0.014,0.6,0.003,18,10,523548,"여름",0,"1mm미만"
"2384","군집 3",1624,631413,31.70000076,63.79999924,1.700000048,0,0.021,0.2,0.003,17,9,663369,"여름",0,"1mm미만"
"2385","군집 4",2023,372466,28.29999924,70.80000305,1.200000048,0,0.016,0.3,0.005,16,11,236861,"여름",0,"1mm미만"
"2386","군집 5",1121,347082,31.60000038,62.20000076,1.299999952,0,0.017,0.5,0.002,24,12,507225,"여름",0,"1mm미만"
"2387","군집 3",2391,647922,31.29999924,67.09999847,0.899999976,0,0.015,0.6,0.003,19,11,507527,"여름",0,"1mm미만"
"2388","군집 2",987,164356,30.10000038,66.5,1.700000048,0,0.02,0.4,0.003,20,12,348596,"여름",0,"1mm미만"
"2389","군집 6",3293,605616,31.29999924,68.69999695,2.400000095,0,0.021,0.5,0.004,23,15,509970,"여름",0,"1mm미만"
"2390","군집 5",1107,388081,30.70000076,64.40000153,1.899999976,0,0.014,0.4,0.003,24,18,417540,"여름",0,"1mm미만"
"2391","군집 7",986,903132,30.79999924,56.59999847,1.5,0,0.022,0.2,0.003,17,11,302758,"여름",0,"1mm미만"
"2392","군집 2",925,220958,30.89999962,65.19999695,1.600000024,0,0.017,0.4,0.005,13,9,297078,"여름",0,"1mm미만"
"2393","군집 1",1629,1460484,31.20000076,66.90000153,1.5,0,0.019,0.3,0.005,22,15,733761,"여름",0,"1mm미만"
"2394","군집 2",1239,306556,31.39999962,59,1.899999976,0,0.027,0.3,0.003,30,18,241705,"여름",0,"1mm미만"
